date,price_MOEX,volume_MOEX,log_return_MOEX,volatility_MOEX
2021-03-22,168.53,5072360,0.002138402953270105,0.038952307473061394
2021-03-23,166.3,5004290,-0.02200505085137974,0.039275027068527514
2021-03-24,170.4,25,0.02015480197846034,0.03954786591435616
2021-03-25,166.33,19,-0.009930687019679276,0.039740642665195315
2021-03-26,167.01,15,-0.005195747601864008,0.03507300797906889
2021-03-29,167.81,8,-0.010433433905965675,0.030223078895201403
2021-03-30,174.0,16,0.023609865639133667,0.030669488696609855
2021-03-31,173.95,14599850,0.019739392733296213,0.019251123981922233
2021-04-01,169.9,31,-0.050386467806031586,0.01919668062944559
2021-04-02,174.79,4,0.024498112369515327,0.019493754917150764
2021-04-05,168.79,4,-0.0036664736520185997,0.020660203249384636
2021-04-06,169.95,15,-0.0002353356485534379,0.019969955525630103
2021-04-07,181.99,16,0.07168895829436155,0.025246368491301324
2021-04-08,184.99,13,0.07228417378647815,0.03229269051391851
2021-04-09,171.03,4064510,-0.006875682605207996,0.0365696808698062
2021-04-12,171.68,4491180,0.00807069121374577,0.03638605253299784
2021-04-13,173.0,16,0.07793029683988002,0.043209349358266674
2021-04-14,174.08,16,0.002012593761769878,0.04273948493817916
2021-04-15,173.43,4,-0.002706361597742914,0.040675426985472905
2021-04-16,173.92,8,0.011391686494624171,0.040420973804776834
2021-04-19,174.88,14,0.00809535065491076,0.03977772246789465
2021-04-20,170.0,37,-0.021646370616359375,0.04012382401203979
2021-04-21,170.81,5350980,-0.0006437831258547563,0.03646718828680748
2021-04-22,168.58,21,-0.008388022480925635,0.029714537626989362
2021-04-23,169.46,6,-0.0026519743273491756,0.025235844011885354
2021-04-26,173.79,9,0.015015210069000813,0.02548816246074723
2021-04-27,180.51,40,0.041339181772035376,0.012502218729029239
2021-04-28,176.78,35,-0.006146924754584191,0.013141578990788964
2021-04-29,177.57,11,0.004176078303857421,0.01312784035405298
2021-04-30,177.8,13988500,0.002985329054111357,0.012745483494080525
2021-05-04,182.4,37,0.023520054691118838,0.013586465559249975
2021-05-05,180.0,32,-0.005540180375615356,0.012585973561407926
2021-05-06,199.4,8,0.08037709991875246,0.021630314820492814
2021-05-07,186.92,19,-0.010431174945032151,0.025657102488869495
2021-05-10,187.0,10,-0.0019766547558345542,0.025645927899614313
2021-05-11,190.23,9107740,0.017071775019421375,0.02568507723943556
2021-05-12,187.63,16343260,-0.01596734780428955,0.024503192020873282
2021-05-13,178.0,26,-0.06260547423039585,0.02832436885784264
2021-05-14,175.35,32,-0.020098909515544373,0.02869992515978313
2021-05-17,189.95,34,0.07997690304744748,0.033891471715796845
2021-05-18,174.87,74,-0.01148522972984791,0.037418223318679236
2021-05-19,174.49,18,0.0017781861455451638,0.037396607831037626
